,year,title,ratings,madeit,reviews,photos,submitter_description,ingredients,readyin,servings,nutrition,calories,fat,carbohydrate,protein,carbohydrates,instructions
318,,Italian Pan-Fried Chicken Thighs with Creamy Tomato Sauce,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6578712.jpg,,"['¼ cup tapioca flour', '2 tablespoons all purpose flour', '2 teaspoons garlic salt', '1 teaspoon Italian herbs', '1 ½ pounds boneless skinless chicken thighs', '2 tablespoons olive oil', '2 tablespoons butter', '2 cloves garlic, minced', '1 (8 ounce) can tomato sauce', '¼ cup heavy cream', '¼ cup milk', '1 teaspoon red pepper flakes', '1 (16 ounce) bag fresh spinach', '2 ounces shaved Pecorino Romano cheese']",0,4 servings,"          596 calories;           38.7 g protein;           20.4 g carbohydrates;           157.6 mg cholesterol;           1609 mg sodium.        Full Nutrition
",,,,,,"Combine tapioca flour, all purpose flour, garlic salt, and Italian herbs in a small bowl. Dredge chicken thighs through the mixture and shake off excess flour.

Heat olive oil and butter in a large skillet over medium heat. Add chicken thighs and cook until golden brown, about 5 minutes on each side. Remove chicken from skillet.

Wipe out skillet, leaving just a little bit of the fond. Add minced garlic and cook until fragrant, about 1 minute. Pour in tomato sauce, cream, and milk; stir to combine. Season with red pepper flakes and mix in spinach. Allow spinach to wilt, about 3 minutes. Return chicken thighs to the skillet and heat until warmed through. Serve topped with freshly shaved Pecorino Romano cheese.
"
319,,Brown Sugar Smokies,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F580591.jpg,,"['1 pound bacon', '1 (16 ounce) package little smokie sausages', '1 cup brown sugar, or to taste']",30,None,"          356 calories;           27.2 g total fat;           49 mg cholesterol;           696 mg sodium.          18.9 g carbohydrates;           9 g protein;         Full Nutrition
",,,,,,"Preheat oven to 350 degrees F (175 degrees C).
Cut bacon into thirds and wrap each strip around a little sausage. Place the wrapped sausages on wooden skewers, several to a skewer. Arrange the skewers on a baking sheet and sprinkle them liberally with brown sugar.
Bake until bacon is crisp and the brown sugar melted."
320,,Cauliflower Hash Browns,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5580577.jpg,,"['½ head cauliflower, grated', '½ cup shredded extra-sharp Cheddar cheese', '1 large egg, beaten', '¼ cup panko bread crumbs', '⅛ cup chopped green onion', '¾ teaspoon salt', '¼ teaspoon ground black pepper', '¼ teaspoon smoked paprika', '1 tablespoon extra-virgin olive oil']",0,4 hash brown cakes,"          139.9 calories;           7.3 g protein;           9.5 g carbohydrates;           61.4 mg cholesterol;           598.4 mg sodium.        Full Nutrition
",,,,,,"Place grated cauliflower, Cheddar cheese, egg, panko, green onion, salt, pepper, and paprika in a large bowl. Mix until combined; mixture will be very crumbly.

Heat olive oil in a large skillet over medium-high heat until hot. Scoop up some of the cauliflower mixture using an ice cream scoop; pat into a flat patty. Gently place patty in the hot oil; reduce heat to medium. Repeat with remaining mixture. Cook until a golden brown crust forms, about 5 minutes per side. Remove to a platter and serve immediately.
"
321,,Sriracha Pickled Eggs,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2300806.jpg,,"['1 ½ cups white vinegar', '1 cup water', '1 small onion, sliced', '⅓ cup sriracha hot sauce', '1 teaspoon sea salt', '12 hard-boiled eggs, peeled']",0,12 eggs,"          83.8 calories;           6.4 g protein;           1.8 g carbohydrates;           212 mg cholesterol;           491.7 mg sodium.        Full Nutrition
",,,,,,"Combine vinegar, water, onion, sriracha hot sauce, and sea salt in a saucepan; bring to a simmer. Remove saucepan from heat and cool liquid slightly.

Place eggs in a 1-quart jar. Pour vinegar mixture over eggs. Seal jar and refrigerate, occasionally shaking jar, for at least 2 days.
"
322,,Country Sunday Breakfast Casserole,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6593148.jpg,,"['1 (16 ounce) package bulk breakfast sausage', '1 green onion, chopped', '1 (16 ounce) package hash brown potatoes', '2 cups shredded Cheddar cheese', '6 eggs, lightly beaten', '1 cup milk', '1 (2.64 ounce) package country gravy mix', '1 pinch paprika, or to taste']",0,1 8x11-inch dish,"          377.2 calories;           21.7 g protein;           13.3 g carbohydrates;           204.1 mg cholesterol;           790.3 mg sodium.        Full Nutrition
",,,,,,"Preheat oven to 325 degrees F (165 degrees C). Grease an 8x11-inch baking dish.

Cook and stir breakfast sausage in a skillet over medium heat until browned and crumbly, about 10 minutes; drain excess grease. Mix green onion into sausage and spread mixture over bottom of the prepared baking dish. Spread hash brown potatoes in a layer over sausage; top with Cheddar cheese.

Whisk eggs, milk, and gravy mix together in a bowl until smooth; pour over casserole. Season with paprika.

Bake in the preheated oven until a knife inserted into the center of the casserole comes out clean, about 1 hour. Let stand 10 minutes to firm up before serving.
"
323,,Spinach and Banana Power Smoothie,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2003952.jpg,,"['1 cup plain soy milk', '¾ cup packed fresh spinach leaves', '1 large banana, sliced']",0,1 serving,"          257.4 calories;           10.1 g protein;           47.1 g carbohydrates;           0 mg cholesterol;           143.1 mg sodium.        Full Nutrition
",,,,,,"Blend soy milk and spinach leaves together in a blender until smooth. Add banana and pulse until thoroughly blended.
"
324,,Ground Beef Lo Mein,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8113945.jpg,,"['6 ounces spaghetti', '1 pound lean ground beef', '3 tablespoons hoisin sauce', '2 tablespoons reduced-sodium soy sauce', '2 tablespoons oyster sauce', '2 tablespoons water', '1 tablespoon dry sherry', '2 teaspoons sesame oil', '2 teaspoons cornstarch', '1 teaspoon brown sugar', '1 tablespoon olive oil', '1 red bell pepper, cored and sliced vertically', '1 sweet onion, peeled and sliced vertically', '1 cup snow peas', '1 stalk celery, sliced', '2 teaspoons minced fresh ginger root', '1 teaspoon minced garlic', '1 pinch red pepper flakes', '1 tablespoon thinly sliced green onion']",0,4 servings,"          516.9 calories;           26.7 g protein;           48.6 g carbohydrates;           70.8 mg cholesterol;           616.9 mg sodium.        Full Nutrition
",,,,,,"Bring a large pot of lightly salted water to a boil. Cook spaghetti in the boiling water, stirring occasionally, until tender yet firm to the bite, about 12 minutes.

Meanwhile, cook ground beef in a large skillet over medium heat until browned and crumbly, but still a little chunky, about 5 minutes. Remove from skillet and set aside.

Whisk hoisin sauce, soy sauce, oyster sauce, water, sherry, sesame oil, cornstarch, and brown sugar together in a small bowl.

Heat olive oil in the same skillet over medium-high heat. Add red bell pepper, onion, snow peas, celery, ginger, garlic, and red pepper flakes. Stir-fry until the vegetables are tender, about 5 minutes. Return ground beef to the skillet and mix well.

Drain spaghetti and to the skillet with the sauce. Cook and stir until mixture is well combined and sauce has slightly thickened, about 3 minutes. Serve immediately and garnish with sliced green onions.
"
325,,Sweet Chili and Orange Marmalade Glazed Chicken Wings,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6720646.jpg,,"['2 pounds chicken wing pieces, drumettes and flats', '½ cup orange marmalade', '¼ cup sweet chili sauce']",0,4 servings,"          287.8 calories;           15.4 g protein;           33 g carbohydrates;           47.7 mg cholesterol;           237.5 mg sodium.        Full Nutrition
",,,,,,"Preheat the oven to 400 degrees F (200 degrees C).

Set a wire rack inside a large foil-lined rimmed baking sheet; arrange chicken wings on top.

Bake in the preheated oven until wings are no longer pink at the bone and the skin is crispy, 45 to 50 minutes.

Mix orange marmalade and chili sauce in a large bowl until thoroughly combined. Add cooked wings to marmalade-chili sauce and toss until well coated. Plate wings and pour extra sauce on top.
"
326,,Hard-Steamed Eggs,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2116826.jpg,,"['12 eggs, at room temperature']",0,12 eggs,"          71.5 calories;           6.3 g protein;           0.4 g carbohydrates;           186 mg cholesterol;           70 mg sodium.        Full Nutrition
",,,,,,"Place a steamer insert into a pot and fill with water to just below the bottom of the steamer. Bring water to just below a boil. Add eggs to steamer insert and steam for 15 minutes.

Immediately transfer eggs to a bowl of ice water until cool enough to handle. Make a small crack on the large end of each egg and place eggs back into the ice water for about 20 minutes. Peel.
"
327,,Rice Flour Mexican Chocolate Cupcakes (Gluten Free),,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4484601.jpg,,"['½ cup unsalted butter, softened', '½ cup white sugar', '2 eggs', '2 teaspoons vanilla extract', '1 ½ cups rice flour', '¼ cup dark cocoa powder', '1 teaspoon baking powder', '1 teaspoon ground cinnamon', '1 teaspoon cayenne pepper', '¼ teaspoon baking soda', '¼ cup milk']",0,12 cupcakes,"          194.1 calories;           2.8 g protein;           25.9 g carbohydrates;           51.7 mg cholesterol;           82.2 mg sodium.        Full Nutrition
",,,,,,"Preheat oven to 350 degrees F (175 degrees C). Line 12 muffin cups with paper liners.

Beat butter and sugar together in the bowl of a stand mixer or using an electric hand mixer on high speed until creamy and fluffy. Add eggs, 1 at a time, beating well after each addition. Add vanilla extract and mix well.

Mix rice flour, cocoa powder, baking powder, cinnamon, cayenne pepper, and baking soda into creamed butter mixture and mix on low speed until flour is moistened; increase speed to medium and mix until there are no longer lumps. Reduce mixer speed to low and add milk; mix until batter is well blended. Fill each prepared muffin cup with about 3 tablespoons batter.

Bake in the preheated oven until a toothpick inserted in the center comes out clean, 18 to 20 minutes.
"
328,,Cuban-Style Picadillo,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1312850.jpg,,"['2 eaches potatoes', '1 pinch salt to taste', '2 tablespoons olive oil', '1 onion, minced', '1 green bell pepper, minced', '2 teaspoons crushed garlic', '1 ½ pounds lean ground beef', '2 cups dry red wine', '1 (15 ounce) can tomato sauce', '⅔ cup pimiento-stuffed green olives, drained and chopped', '½ cup capers, drained', '¼ cup golden raisins', '1 teaspoon ground cumin', '1 pinch dried oregano', '¼ teaspoon black pepper', '¼ teaspoon salt', '1 teaspoon olive oil']",0,6 servings,"          471.3 calories;           26 g protein;           29.6 g carbohydrates;           78.9 mg cholesterol;           1337.7 mg sodium.        Full Nutrition
",,,,,,"Place the potatoes into a large pot with enough water to cover; season with salt. Bring the water to a boil; reduce heat to medium-low, place a cover on the pot, and cook the potatoes at a simmer until tender, about 20 minutes. Drain and set aside to cool.

Heat 2 tablespoons olive oil in a large Dutch oven over medium heat; cook and stir the onion, green bell pepper, and garlic in the hot oil until the vegetables soften, about 5 minutes.

Crumble the ground beef into the onion mixture, breaking the meat into smaller pieces as you mix; cook and stir until the beef is completely browned, 7 to 10 minutes. Drain as much fat from the mixture as possible.

Stir the red wine, tomato sauce, olives, capers, golden raisins, cumin, oregano, black pepper, and 1/4 teaspoon salt into the ground beef mixture. Bring to a boil, reduce heat to medium-low, and cook at a simmer until the wine had reduced significantly, 25 to 30 minutes.

Peel the cooled potatoes and cut into chunks.

Heat 1 teaspoon olive oil in a skillet over medium heat. Cook the potatoes in the hot oil until browned, about 5 minutes.

Gently fold the cooked potatoes into the simmering ground beef mixture; cook together 5 minutes.
"
329,,"""Light as a Feather"" Scones",,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1042577.jpg,,"['1 serving cooking spray', '2 cups sifted all-purpose flour', '¼ cup white sugar', '1 teaspoon baking powder', '¼ teaspoon salt', '5 tablespoons unsalted butter, cubed', '¾ cup reduced-fat vanilla yogurt', '1 egg, beaten', '1 teaspoon vanilla extract', '1 tablespoon milk', '1 tablespoon white sugar']",0,8 scones,"          239.2 calories;           5.3 g protein;           35.2 g carbohydrates;           43.6 mg cholesterol;           160 mg sodium.        Full Nutrition
",,,,,,"Preheat oven to 400 degrees F (200 degrees C). Spray a baking sheet with cooking spray.

Mix flour, 1/4 cup sugar, baking powder, and salt in a bowl. Add butter and mix with fingers until coarse crumbs form. Gently mix yogurt, egg, and vanilla extract into flour mixture until dough is just combined.

Turn the dough out onto a lightly floured surface and knead briefly, for five or six turns. Pat or roll the dough out into a 1-inch thick round. Cut into 8 wedges and place onto the prepared baking sheet. Brush each wedge with milk and sprinkle with remaining 1 tablespoon sugar.

Bake in the preheated oven until lightly browned, about 15 minutes. Serve warm or cool completely and store in an airtight container.
"
330,,Instant Pot® Peel-and-Eat Shrimp,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8107077.jpg,,"['1 cup beer', '1 pound large raw shell-on shrimp, frozen', '2 tablespoons unsalted butter', '1 tablespoon seafood seasoning (such as Old Bay®)', '¼ cup chopped fresh parsley', '¼ cup cocktail sauce, or to taste']",0,4 servings,"          186.2 calories;           19.4 g protein;           6.4 g carbohydrates;           187.8 mg cholesterol;           824.7 mg sodium.        Full Nutrition
",,,,,,"Pour beer into a multi-functional pressure cooker (such as Instant Pot&reg;). Stir in shrimp, butter, and seafood seasoning. Close and lock the lid. Select high pressure according to manufacturer's instructions; set timer for 2 minutes. Allow 10 minutes for pressure to build.

Release pressure carefully using the quick-release method according to manufacturer's instructions, about 5 minutes. Unlock and remove the lid. Stir in parsley.

Transfer shrimp to serving plates and serve with cocktail sauce for dipping.
"
